,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
166,밤콩밥(40),콩나물국,돼지고기간장불고기,근대나물무침,나박김치,S수제블루베리우유,empty,콩밥,양배추백짬뽕국,순살닭볶음탕,얼갈이배추겉절이,깍두기,S감자샐러드,S우유(200ml),밤콩밥,유부장국,닭가슴살데리야끼조림,감자부추전,배추김치
167,흑미밥,감자국,돼지고기케첩조림,애호박볶음,깍두기,S오렌지(50g),S미숫가루,콩밥,달래된장국,주꾸미볶음,다시마튀각,오이소박이김치,empty,S고구마쉐이크,치즈채소볶음밥,순두부백탕,감자버터구이,취나물된장무침,깍두기
168,찹쌀밥(추가),두부장국,미트볼피망조림,고구마순된장무침,오이소박이김치,S게살죽,empty,열무비빔밥,애호박맑은국,채소크로켓,empty,깍두기,S오렌지(50g),S우유(200ml),팥밥,감자탕,팽이버섯달걀전,콩나물찜,열무물김치
169,수수밥(30),달걀쑥국,미트볼피망조림,고구마순된장무침,백김치,S(저당)씨리얼,S우유(100ml),브로콜리채소볶음밥,단배추된장국,훈제오리단호박찜,마카로니콘샐러드,비트초절이,S딸기쨈식빵,empty,밤콩밥,차돌박이된장국,브로콜리오징어무침,새송이버섯나물,총각김치
170,수수밥,애호박맑은국,돼지고기케첩조림,무나물,깻잎김치,S키위(50g),S떠먹는요구르트(100ml),소고기비빔밥,두부미소장국,오징어완자전,참나물토마토샐러드,깍두기,S옥수수빵,S우유(100ml),찹쌀밥,버섯샤브샤브,닭가슴살데리야끼조림,마카로니채소샐러드(마요네즈),오이소박이김치
171,옥수수밥,배추당면국,크래미채소볶음,팽이버섯부추나물,나박김치,S떠먹는요구르트(100ml),S미숫가루,소고기가지덮밥,우동국물,미니돈까스,마카로니채소샐러드(마요네즈),깍두기,S우유미숫가루,S오렌지주스,닭살채소볶음밥,낙지연포탕,곤약메추리알장조림,열무나물,깍두기
172,파프리카유부초밥,배추들깨국,팽이버섯달걀전,브로콜리된장무침,배추김치,empty,S수제바나나우유,돼지고기카레라이스,실파콩나물국,해물김치전,empty,깍두기,S군고구마,S오렌지주스,율무밥,안매운김치국,닭다리살장조림,크래미숙주나물무침,총각김치
173,수수밥,두부콩나물국,단호박돼지고기등심조림,무나물볶음,백김치,empty,S수제바나나우유,새우간장덮밥,팽이장국,달걀찜(40g),깻잎들깨나물,동치미,empty,S쌀음료,밤콩밥,모듬버섯찌개,삼겹단호박찜,양배추나물,깍두기
174,수수밥,어묵국,달걀찜(30g),숙주당근나물,깍두기,S연두부샐러드(오리엔탈드레싱),empty,옥수수밥,조갯살된장찌개,언양식불고기,파프리카볶음,배추김치,S찐감자,S쌀음료,불고기채소비빔밥,탕국,모듬버섯전,검정콩호두조림,배추김치
175,찹쌀보리밥,만두국,새우살케첩볶음,쑥갓두부무침,깍두기,S떠먹는요구르트(100ml),empty,소고기카레라이스,홍합살맑은국,삼치간장조림,상추사과초무침,깍두기,S단호박샐러드(마요네즈),S오렌지주스,찹쌀보리밥,달래된장국,오리훈제채소구이,연근감자전,나박김치
176,찹쌀밥,만두국,게맛살파프리카볶음,연근흑임자샐러드,배추김치,S바나나쉐이크,empty,콩밥,호박맑은국,주꾸미채소간장볶음,아욱나물무침,깍두기,S우유(100ml),empty,콩밥,순두부찌개,훈제오리단호박볶음,고구마순된장무침,깍두기
177,팥밥,호박맑은국,닭다리케첩조림,과일땅콩샐러드,배추김치,S우유(100ml),empty,찹쌀밥,순한김치두부국,소고기장조림,아욱건새우전,나박김치,S고구마경단,S매실주스,찹쌀보리밥,사골파국,오징어굴소스볶음,가지나물무침,배추김치
178,잡곡밥,닭살숙주국,소고기버섯장조림,곤드레나물,배추김치,S참외(100g),empty,가지채소볶음밥,감자달걀국,두부부침+양념장,유채나물무침,배추김치,S우유(100ml),empty,밤찹쌀팥밥,청경채된장국,삼겹살김치볶음,애호박나물,깍두기
179,소고기김주먹밥,당근스프,참치달걀말이,파프리카초무침,깍두기,empty,S단호박식혜,옥수수밥,조갯살아욱국,돼지고기달걀장조림,깻잎감자전,나박김치,S우유미숫가루,S우유(100ml),찹쌀밥,순한김치국,소불고기(등심),톳나물무침,깍두기
180,흑미밥(40),들깨감자국,굴비구이,양배추나물,깍두기,S우유(100ml),empty,찹쌀팥밥,당근스프,훈제오리구이+무쌈,브로콜리숙회(흑임자소스),배추김치,S찐고구마,S포도주스,찹쌀팥밥,도토리묵냉국,돼지고기스테이크조림,얼갈이무침,나박김치
181,밤찹쌀팥밥,맑은양배추국,궁중떡볶이,브로콜리숙회(흑임자소스),열무물김치,empty,S수제바나나우유,고구마밥,조갯살순두부맑은국,돼지고기편육,양배추쌈,총각김치,S아몬드사과도넛,S우유(100ml),찹쌀밥,김치맑은국,달걀새송이장조림,감자채볶음,나박김치
182,팥밥,모듬버섯찌개,볼어묵채소조림,양배추나물,나박김치,S떠먹는요구르트(100ml),S요구르트,밤찹쌀팥밥,팽이버섯달걀국,두부스테이크,empty,깍두기,S송편,S단호박식혜,밤콩밥,모듬버섯찌개,삼치데리야끼구이,우엉채곤약조림,열무김치
183,옥수수밥(30),새송이버섯국,달걀치즈말이,가지양념찜,배추김치,empty,S수제바나나우유,닭살카레감자밥+양념장,애호박두부젓국,모듬과일샐러드,empty,깍두기,empty,S매실차,찹쌀밥,만두국,주꾸미채소간장볶음,아욱나물무침,깍두기
184,밤콩밥(30),감자국,메추리알고구마조림,열무나물,백김치,S사과(35g),S떠먹는요구르트(100ml),가지채소볶음밥,콩가루무채국,주꾸미채소볶음,empty,총각김치,S찐고구마,S단호박식혜,밤찹쌀팥밥,다시마양파국,닭살양배추볶음,씻은김치전,열무김치
185,옥수수밥(30),애호박젓국찌개,두부채소굴소스볶음,콩나물무침,열무물김치,S키위(50g),S떠먹는요구르트(100ml),일본식소고기덮밥(규동),느타리버섯국,오이참치마요무침,empty,깍두기,S씨앗호떡,S우유(100ml),찹쌀밥,미역만두국,주꾸미채소간장볶음,참나물무침,단배추물김치
186,옥수수밥(30),애호박젓국찌개,돼지고기새송이버섯장조림,느타리버섯나물,열무물김치,S수제딸기우유,empty,밤콩밥,느타리버섯국,두부참치샐러드(유자청드레싱),empty,깍두기,S찐고구마,S수제블루베리우유,찹쌀밥,온청포묵국,주꾸미채소간장볶음,봄동부추겉절이,총각김치
187,밤콩밥(30),만두국,닭살양배추볶음,(고춧가루제외)부추사과무침,열무김치,S블루베리(50g),empty,토마토새우볶음밥,미역장국,닭가슴살샐러드(머스타드소스),empty,깍두기,S딸기쨈식빵,S우유(150ml),찹쌀밥(추가),표고버섯탕,닭떡간장조림,아욱나물무침,깍두기
188,쌀밥,김치맑은국,메추리알고구마조림,취나물된장무침,오이소박이김치,empty,S포도주스,흑미밥,당근스프,순살간장닭갈비,애호박볶음,깍두기,empty,S우유미숫가루,찹쌀밥,어묵맑은국,장산적조림,얼갈이나물,깍두기
189,수수밥,팥죽,채소달걀말이,깻잎순멸치볶음,오이소박이김치,S블루베리(50g),S떠먹는요구르트(100ml),브로콜리채소볶음밥,유부맑은국,치킨텐더샐러드(머스타드드레싱),empty,비트초절이,S블루베리(50g),S우유(100ml),찹쌀팥밥,김치맑은국,미트볼피망조림,냉이무침,나박김치
190,찹쌀밥,북어채국,소고기달걀장조림,참치감자볶음,총각김치,S딸기(100g),S떠먹는요구르트(100ml),게살파인애플볶음밥,감자달걀국,고구마튀김,사과샐러드(발사믹드레싱),비트초절이,S찐고구마,S수제바나나우유,밤콩밥,닭곰탕,돼지고기연근찜,부추나물,나박김치
191,옥수수밥(30),떡만두국,두부데리야끼구이,봄동무침,깍두기,S바나나(50g),empty,돼지고기양배추덮밥,달걀파국,튀김만두+초간장,empty,비트초절이,S건포도감자볼,S수제딸기우유,수수밥,두부전골,소고기등심버섯불고기,가지양념찜,열무김치
192,찹쌀현미밥,김치두부국,돼지고기데리야끼조림,가지양념무침,열무물김치,empty,S우유(150ml),닭살카레감자밥+양념장,애호박맑은국,채소크로켓,팽이버섯나물,깍두기,S약과,S쌀음료,찹쌀팥밥,두부전골,삼치구이+양념장,팽이버섯부추나물,배추김치
193,수수밥,모듬어묵국,오징어초무침,브로콜리견과류볶음,얼갈이배추김치,S블루베리(50g),S쌀음료,소고기카레라이스,우동국물,두부참치샐러드(유자청드레싱),감자버터구이,비트초절이,S키위(50g),S요구르트,기장밥,감자탕,임연수엿장구이,베이컨파프리카볶음,백김치
194,밤밥(40),무채양파국,감자어묵볶음,파래무침,깍두기,S당근스프,S떠먹는요구르트(100ml),새우크림스파게티,유부장국,채소크로켓,empty,비트초절이,S딸기쨈식빵,S포도주스,수수밥,버섯찌개,삼치유자청구이,애호박볶음,총각김치
195,옥수수밥(30),조갯살미역국,베이컨감자채볶음,느타리버섯나물,열무물김치,S키위(50g),S떠먹는요구르트(100ml),소고기가지덮밥,미소된장국,치킨너겟+토마토케첩,empty,깍두기,S단호박설기,S우유(100ml),찹쌀밥,버섯육개장,낙지떡찜,콩비지김치전,비트초절이
196,밤콩밥,아욱맑은국,닭살양배추볶음,두부열무나물,파김치,S치즈,S오렌지주스,가지채소볶음밥,감자국,해물김치전,콘샐러드,동치미,S건포도감자볼,S수제딸기우유,찹쌀팥밥,감자탕,주꾸미채소볶음,콩나물김무침,깍두기
197,쌀밥,만두국,아욱건새우전,우엉채곤약조림,오이소박이김치,S바나나(50g),empty,소고기채소볶음밥,애호박두부젓국,고구마맛탕,그린샐러드,깍두기,S딸기(100g),S우유(100ml),소고기가지덮밥,모듬버섯찌개,주꾸미채소간장볶음,시금치나물,석박지
198,밤콩밥(30),팥죽,고구마순된장무침,검정콩조림,깻잎김치,S우유(100ml),empty,찹쌀밥,다시마감자국,생선살탕수,empty,깍두기,S오렌지(50g),S수제딸기우유,율무밥,만두순두부찌개,주꾸미채소간장볶음,진미채무말랭이무침,비트초절이
199,팥밥(30),모듬버섯찌개,아욱건새우전,새우살들깨무침,백김치,S블루베리(50g),S떠먹는요구르트(100ml),팥밥,꽃게탕,등심탕수육+소스,마카로니채소샐러드(마요네즈),깍두기,S크랜베리찹쌀케이크,S레몬주스,찹쌀밥,닭살버섯맑은국,떡갈비피망조림,미나리숙주나물,나박김치
200,옥수수밥(30),맑은미역국,가자미무조림,느타리버섯나물,배추김치,S딸기(100g),S떠먹는요구르트(100ml),돼지고기짜장밥,달걀파국,찐만두,팽이버섯나물,깍두기,S딸기쨈식빵,S우유(100ml),찹쌀밥,들깨버섯국,새우볼조림,양상추유자청샐러드,배추김치
201,김치치즈볶음밥,유부대파국,토마토스크램블에그,바나나사과키위샐러드,비트초절이,S키위(50g),S단호박식혜,옥수수밥,만두국,돼지고기간장볶음,애호박콩가루볶음,백김치,S건포도감자볼,S오렌지주스,찹쌀밥,황태김치국,돼지고기편육,파프리카쌈장무침,총각김치
202,팥밥,다시마감자국,소고기안심버섯볶음,머위나물,비트초절이,S방울토마토(35g),S식혜,찹쌀밥,소고기얼갈이국,두부데리야끼구이,팽이버섯부추나물,백김치,empty,S수제블루베리우유,닭살카레감자밥+양념장,당근스프,감자그라탕,채소샐러드,백김치
203,소고기김주먹밥,미소장국,두부채소굴소스볶음,고구마순된장무침,깍두기,S우유미숫가루,S고구마쉐이크,율무밥,우렁이된장국,돼지고기부추볶음,콩나물무침,총각김치,S녹차밤양갱,S우유(100ml),찹쌀밥,해물탕,고등어살카레구이,애호박나물,깍두기
204,찹쌀밥,팽이버섯맑은국,치즈달걀말이,청포묵김무침,총각김치,empty,S수제바나나우유,브로콜리채소볶음밥,느타리버섯국,비빔만두,empty,비트초절이,S키위(50g),S떠먹는요구르트(100ml),수수밥,모듬버섯찌개,오징어새우볶음,햄알감자버터구이,깍두기
205,팥밥,두부애호박국,삼치양념구이,우엉채곤약조림,깍두기,empty,empty,율무밥,두부전골,돼지갈비단호박찜,애호박볶음,깻잎김치,S키위(50g),S오렌지주스(무가당),밤콩밥,느타리버섯국,물파래옥수수전,모듬과일샐러드,나박김치
206,팥밥(40),모듬버섯찌개,명태조림,가지구이무침,나박김치,S우유미숫가루,empty,파프리카유부초밥,당근스프,돼지고기우엉잡채,empty,깍두기,S머핀,S우유(100ml),찹쌀밥,쑥국,소고기장똑똑이,브로콜리무침,백김치
207,쌀밥,실파콩나물국,떡갈비간장조림,고구마순된장무침,총각김치,empty,S수제블루베리우유,찹쌀현미밥,미니메밀국수,군만두,오이샐러드,나박김치,S오렌지(50g),S미숫가루,불고기채소비빔밥,만두순두부찌개,주꾸미채소간장볶음,시금치나물,배추김치
208,잡곡밥(30),늙은호박국,감자어묵볶음,취나물된장무침,오이소박이김치,S수제블루베리우유,empty,새우간장덮밥,두부전골,닭고구마조림,empty,깍두기,S미니우동,S오렌지주스(무가당),콩밥,차돌박이된장국,주꾸미볶음,애호박콩가루볶음,비트초절이
209,현미밥,김치맑은국,달걀말이,김구이,열무김치,empty,empty,소고기가지덮밥,유부대파국,비엔나브로콜리꼬지,사과샐러드(발사믹드레싱),총각김치,S고구마맛탕,S우유(200ml),잡곡밥,아욱맑은국,순살돼지고기김치볶음,다진돼지고기김치전,콜라비나박김치
210,찹쌀밥,(소고기제외)당면양배추국,(저염·저당)소고기장조림,건파래무침,배추김치,S바나나사과키위샐러드,empty,곤드레콩나물밥+양념장,무된장국,간장닭강정,empty,배추김치,S귤(80g),S수제블루베리우유,찹쌀밥,바지락부추국,주꾸미채소간장볶음,팽이버섯부추나물,오이소박이김치
211,잡곡밥,표고버섯된장국,부추달걀볶음,깻잎새콤무침,나박김치,S오렌지(50g),S오렌지주스,소고기굴소스볶음밥,실파콩나물국,알감자조림,파인콘샐러드,깍두기,S건포도감자볼,S수제블루베리우유,찹쌀밥,홍합미역국,닭다리케첩조림,브로콜리무침,총각김치
212,옥수수밥(30),김치두부국,고구마순된장무침,애호박볶음,나박김치,S과일샐러드(요거트드레싱),empty,소고기가지덮밥,감자수제비,해물부추전,양상추유자청샐러드,깍두기,S바나나사과키위샐러드,S우유(150ml),옥수수밥,유부장국,채소크로켓,양상추샐러드(오리엔탈드레싱),비트초절이
213,팥밥,우렁이된장국,애호박건새우볶음,우엉채조림,나박김치,S수제바나나우유,empty,소고기가지덮밥,감자달걀국,파인애플탕수육+소스,empty,단무지,S단호박전,S오렌지주스,밤콩밥,모듬버섯찌개,돼지고기찹쌀구이(간장),팽이버섯부추나물,깍두기
214,찹쌀밥,부추된장국,돼지고기양송이장조림,숙주당근나물,비트초절이,S떠먹는요구르트(100ml),empty,소고기채소볶음밥,곤약어묵국,감자버터구이,푸실리샐러드(토마토소스),배추김치,S우유미숫가루,S포도주스,팥밥,만두닭개장,주꾸미채소간장볶음,가지구이,나박김치
215,콩밥,실파달걀국,닭감자고구마조림,가지나물무침,깍두기,S사과(50g),empty,율무밥,버섯개장,훈제오리채소볶음,도라지무침,배추김치,empty,S수제블루베리우유,찹쌀팥밥,유부김치국,주꾸미볶음,깻잎들깨나물,깍두기
216,옥수수밥,맑은오징어무국,브로콜리달걀찜,어묵감자조림,나박김치,S수제딸기우유,empty,새우카레볶음밥,부추달걀국,연근채소전,마카로니채소샐러드(마요네즈),깍두기,empty,S우유(150ml),찹쌀밥,만두국,주꾸미채소간장볶음,아욱나물무침,깍두기
217,찹쌀밥(추가),만두국,건새우애호박볶음,느타리버섯나물,깍두기,S식혜,empty,참치새싹비빔밥,배추된장국,게맛살크로켓,empty,깍두기,S우유(100ml),S단팥빵,수수밥(30),조랭이떡미역국,너비아니구이,가지들깨나물,오이소박이김치
218,찹쌀밥,아욱맑은국,미트볼조림,참나물배겉절이,오이소박이김치,S방울토마토(35g),S수제블루베리우유,수수밥,감자탕,낙지채소볶음,가지구이,깍두기,S오미자아이스크림,empty,시금치데리야끼볶음밥,미니우동,맛살구이,양배추유자청샐러드,배추김치
219,찹쌀밥,팽이버섯맑은국,닭가슴살데리야끼조림,양배추샐러드(참깨드레싱),열무물김치,S밤식빵,S우유(100ml),잡곡밥,애호박맑은국,닭꼬치,사과연근샐러드,오이피클,S식혜,S우유(100ml),소고기가지덮밥,배추당면국,뼈없는닭갈비,시금치나물,오이소박이김치
220,찹쌀밥(30),팥죽,달걀간장조림,브로콜리견과류볶음,단배추물김치,S블루베리(50g),S우유(100ml),기장밥,홍합살맑은국,돼지고기우엉잡채,스크램블에그,얼갈이배추김치,S치즈스틱,S오렌지주스,율무밥,새우살애호박국,닭살표고버섯볶음,미나리초무침,깍두기
221,옥수수밥,느타리버섯국,미트볼토마토소스조림,김구이+달래양념장,열무물김치,S우유미숫가루,S오렌지주스,돼지고기양배추덮밥,미소국,순살간장닭갈비,바나나사과키위샐러드,배추김치,S우유미숫가루,S오렌지주스,찹쌀밥,순두부찌개,돼지사태찜,고구마순된장무침,배추김치
222,잡곡밥(40),닭고기무국,고구마줄기볶음,취나물무침,나박김치,S사과(35g),S떠먹는요구르트(100ml),잡곡밥,소갈비탕,매콤두부조림,맛살콩나물무침,깍두기,S바나나사과키위샐러드,S식혜,찹쌀밥,아욱맑은국,단호박해물찜,검정콩조림,열무물김치
223,수수밥(30),애호박맑은국,새우볼조림,empty,나박김치,S바나나(50g),S떠먹는요구르트(100ml),소고기가지덮밥,애호박맑은국,해물김치전,마카로니콘샐러드,비트초절이,S크림떡볶이,S오렌지주스,팥밥(30),김치맑은국,갈치구이,맛살채소새콤무침,총각김치
224,옥수수밥(30),감자호박국,콩자반,가지나물,열무물김치,S바나나(50g),S떠먹는요구르트(100ml),돼지고기양배추덮밥,미역국,오징어완자전,매콤콩나물무침,총각김치,S건포도감자볼,S오렌지주스,찹쌀밥,어묵맑은국,순살돼지고기김치볶음,부추사과무침,깍두기
225,팥밥,느타리버섯국,주꾸미채소간장볶음,도라지무침,배추김치,S치즈,S단호박식혜,브로콜리채소볶음밥,애호박맑은국,닭가슴살데리야끼조림,감자건포도샐러드,깍두기,S삶은달걀(50g),S수제바나나우유,찹쌀밥,두부전골,매생이육전,오이파프리카무침,배추김치
226,밤콩밥(30),아욱맑은국,가자미살구이,가지양념무침,배추김치,S딸기(100g),S떠먹는요구르트(100ml),해물버섯덮밥,유부쑥갓맑은국,양상추샐러드,empty,깍두기,S고구마맛탕,S수제바나나우유,찹쌀밥,느타리버섯국,떡갈비간장조림,매콤콩나물무침,나박김치
227,옥수수밥(30),미역만두국,가지구이,콩나물무침,나박김치,S멜론(50g),S떠먹는요구르트(100ml),소고기채소볶음밥,채소스프,미니돈까스,오이샐러드,비트초절이,S블루베리(50g),S수제딸기우유,율무밥,감자탕,닭살굴소스볶음,애호박나물,깍두기
228,율무밥,맑은순두부국,게맛살파프리카볶음,연근흑임자샐러드,나박김치,S치즈,S오렌지주스,찹쌀밥,표고버섯탕,단호박돼지고기조림,애호박볶음,배추김치,empty,S수제바나나우유,밤콩밥,만두국,매콤낙지채소볶음,콩나물무침,배추김치
229,파프리카유부초밥,느타리버섯국,옥수수토마토소스볶음,코울슬로,배추김치,empty,S우유미숫가루,쌀밥,모듬버섯찌개,너비아니채소볶음,시래기된장무침,배추김치,S딸기(100g),S떠먹는요구르트(100ml),찹쌀밥,배추당면국,닭봉조림,고구마샐러드(마요네즈),깍두기
230,찹쌀밥,순두부국,(저염·저당)돼지고기메추리알조림,애호박볶음,총각김치,empty,S고구마쉐이크,옥수수밥,연두부달걀탕,주꾸미간장조림,김치녹두전,열무김치,S치즈,S망고주스,밤콩밥,미니유부우동,군만두,사과참외샐러드,나박김치
231,찹쌀밥(30),달걀떡국,완자조림,김구이+양념장,오이소박이김치,S딸기(100g),S떠먹는요구르트(100ml),소고기가지덮밥,대합미역국,배추장떡,파프리카유자청무침,단무지,S바나나사과키위샐러드,S검은깨두유(100ml),수수밥,조갯살순두부맑은국,순살후라이드치킨,봄동무침,동치미
232,밤찹쌀팥밥,달래맑은국,새우살달걀찜,파래자반,나박김치,S단호박죽,empty,찹쌀팥밥,애호박새우젓국찌개,훈제오리단호박볶음,고구마순들깨나물,배추김치,S마카로니채소샐러드,S우유미숫가루,새우파래볶음밥,소갈비탕,훈제오리단호박볶음,당근숙주나물,백김치
233,고구마밥,미역냉국,임연수무조림,참나물배겉절이,배추김치,empty,S수제블루베리우유,율무밥,맑은장국,단호박찜,닭가슴살샐러드(머스타드소스),비트초절이,empty,S바나나쉐이크,찹쌀밥,감자옹심이국,오삼불고기,양상추샐러드(키위드레싱),배추김치
234,수수밥,갈비탕+당면,어묵감자조림,브로콜리무침,총각김치,S바나나(50g),empty,콩밥,달래된장국,등심돈까스+소스,마카로니채소샐러드,깍두기,S키위(50g),S토마토주스,새우크림스파게티,맑은장국,도토리묵상추무침,empty,오이피클
235,찹쌀밥(30),맑은오징어무국,채소달걀찜,미역줄기볶음,총각김치,S오렌지(50g),S우유미숫가루,브로콜리채소볶음밥,어묵국수,닭봉조림,가지양념찜,콜라비나박김치,S밤식빵,S수제바나나우유,수수밥,당근스프,연어스테이크,마카로니채소샐러드(마요네즈),비트초절이
236,수수밥(30),황태미역국,모듬버섯전,empty,깍두기,S바나나사과키위샐러드,empty,소고기가지덮밥,두부맑은국,해물부추전,팽이버섯나물,백김치,S건포도감자볼,S우유(100ml),찹쌀밥,차돌박이된장국,새우탕수,단호박견과류조림,배추김치
237,완두콩밥,두부대합탕국,참치달걀말이,토마토카프레제,열무물김치,S키위(50g),S호두우유,새송이버섯카레라이스,감자양파국,찐만두,양상추유자청무침,단무지,S핫케이크,S검은깨두유(150ml),율무밥,대구살맑은국,오리훈제채소구이,애호박당근볶음,배추김치
238,잡곡밥(30),감자채맑은국,순살된장닭볶음,당근숙주나물,총각김치,S우유미숫가루,empty,찹쌀밥(추가),백짬뽕국,양상추유자청샐러드,얼갈이무침,깍두기,S군고구마,S식혜,율무밥,당근스프,피망참치전,고구마줄기볶음,배추김치
239,수수밥,버섯찌개,참치달걀말이,도라지무침,비트초절이,S포도(100g),S떠먹는요구르트(100ml),소고기가지덮밥,유부맑은국,완자전,양상추샐러드,깍두기,empty,S고구마쉐이크,밤콩밥,모듬버섯찌개,매콤주꾸미볶음,고구마순된장무침,깍두기
240,팥밥,맑은바지락탕,돈사태장조림,도라지무침,백김치,S씨리얼,S우유(100ml),소고기파프리카볶음밥,애호박맑은국,닭봉구이,견과류고구마범벅,석박지,S토마토(200g),empty,옥수수밥,온청포묵국,닭가슴살삼색파프리카볶음,무나물볶음,나박김치
241,율무밥,감자된장국,소고기사태장조림,콩나물무침,배추김치,S당근스프,empty,마파두부밥,맑은가쓰오부시장국,닭살버터구이,코울슬로,배추김치,empty,S사과샐러드(마요네즈),밤밥,버섯개장,북어채소찜,무말랭이,백김치
242,찹쌀밥,곤약어묵국,두부채소굴소스볶음,empty,깍두기,S키위(50g),empty,돼지고기양배추덮밥,맑은순두부국,새우볼조림,empty,비트초절이,S키위(50g),S우유(100ml),찹쌀밥,무된장국,훈제오리구이,봄동부추겉절이,백김치
243,팥밥(30),굴미역국,새우살케첩볶음,무말랭이,열무김치,S우유(100ml),empty,소고기가지덮밥,만두국,옥수수채소튀김,바나나사과키위샐러드,깍두기,S크로와상(30g),S오렌지주스,찹쌀밥,두부탕국,삼치데리야끼구이,마카로니채소샐러드(마요네즈),오이소박이김치
244,팥밥,호박맑은국,오리훈제채소구이,깻잎새콤무침,열무물김치,S키위(50g),S매실차,찹쌀밥,모듬버섯찌개,삼치간장조림,배오이생채,깍두기,S단호박샐러드(마요네즈),S고구마쉐이크,돼지고기양배추덮밥,팽이미소국,봄동해물전,양상추유자청샐러드,단무지무침
245,소고기김주먹밥,실파콩나물국,게살스크램블에그,연근흑임자소스무침,단무지,S파인애플(50g),S식혜,찹쌀보리밥,김치두부찌개,(저염)갈치조림,참나물무침,동치미,empty,S수제바나나우유,옥수수밥,두부전골,춘천닭갈비,얼갈이나물,백김치
246,밤찹쌀팥밥,버섯부추국,달걀찜(30g),느타리버섯나물,석박지,S키위(50g),S포도주스,일본식소고기덮밥(규동),우동국물,미니돈까스,오이샐러드,깍두기,S군고구마,S매실차,수수밥,어묵맑은국,돼지고기갈비찜,얼갈이무침,열무김치
247,율무밥,미역국,두부채소굴소스볶음,양상추유자청무침,깍두기,S떠먹는요구르트(100ml),empty,카레라이스,콩나물국,닭다리살튀김,empty,총각김치,S찐감자,S우유(100ml),율무밥,곰취마른새우국,동태찜,청경채도토리묵무침,나박김치
