,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
415,율무밥,달래된장국,소고기양배추볶음,연두부샐러드(오리엔탈드레싱),깍두기,empty,S수제딸기우유,율무밥,달래된장국,오리훈제채소구이,깻잎새콤무침,배추김치,empty,S복숭아호두스무디,소고기가지덮밥,두부맑은국,찐만두,팽이버섯나물,배추김치
416,수수밥,모듬버섯찌개,삼치구이+양념장,애호박건새우볶음,배추김치,S치즈,S토마토주스,소고기가지덮밥,애호박맑은국,채소크로켓,팽이버섯나물,비트초절이,empty,S수제바나나우유,찹쌀밥,모듬버섯찌개,돼지고기간장불고기,도라지오이무침,배추김치
417,콩밥(40),새우젓국찌개,분홍소시지전,양배추나물,깍두기,S사과(50g),empty,소고기가지덮밥,달걀파국,군만두,empty,배추김치,S머핀,S우유(100ml),고구마밥,맑은동태찌개,떡갈비구이,상추달래겉절이,배추김치
418,밤콩밥(30),느타리버섯국,새우살연근조림,애호박볶음,깍두기,S치즈,empty,소고기잡채덮밥,달걀파국,튀김만두+초간장,콘채소샐러드,깍두기,S토마토두부샐러드,S우유(100ml),찹쌀팥밥,김치맑은국,고구마찜닭,청경채초무침,백김치
419,찹쌀밥(추가),미역국,참치채소볶음,숙주나물,배추김치,S건포도감자볼,empty,새우버섯덮밥,김치두부국,마카로니채소샐러드(마요네즈),empty,깍두기,S키위(50g),S오렌지주스,팥밥(30),닭개장,새우탕수,오이무침,열무김치
420,찹쌀밥(30),건새우콩나물국,감자어묵조림,느타리버섯당근볶음,배추김치,S단호박죽,empty,깍두기치즈볶음밥,실파달걀국,닭살카레튀김,empty,열무물김치,S사과(50g),S우유(100ml),찹쌀팥밥,목살김치국,분홍소시지전,깻잎순나물,배추김치
421,옥수수밥,곤약어묵국,닭가슴살데리야끼조림,양배추채무침,깍두기,S과일샐러드(요거트드레싱),S우유(100ml),돼지고기양배추덮밥,유부대파국,맛살꼬지전,토마토치커리무침,배추김치,S멜론(50g),S요구르트,찹쌀밥,떡만두국(가공만두),오징어볶음+소면,애호박나물,배추김치
422,콩밥(40),조랭이떡미역국,채소달걀찜,고구마순된장무침,나박김치,S수제딸기우유,empty,일본식소고기덮밥(규동),느타리버섯국,튀김만두+초간장,empty,깍두기,S우유(100ml),empty,찹쌀밥,두부전골,닭살데리야끼조림,가지양념무침,배추김치
423,소고기김주먹밥,미소국,토마토달걀볶음,empty,깍두기,S우유미숫가루,empty,찹쌀밥,만두국,주꾸미채소간장볶음,아욱나물무침,총각김치,S찐빵,S쌀음료,찹쌀밥,어묵맑은국,돼지고기짜장볶음,오이나물,나박김치
424,수수밥,사골파국,파래전,냉이무침,깍두기,S치즈,S우유미숫가루,소고기굴소스볶음밥,실파달걀국,뿌리채소맛탕,파프리카유자청무침,깍두기,S연두부샐러드(오리엔탈드레싱),S우유미숫가루,밤콩밥,모듬버섯찌개,연어구이+타르타르소스,토마토치즈범벅,나박김치
425,완두콩밥(40),애호박두부젓국찌개,닭가슴살부추볶음,단배추멸치조림,비트초절이,S우유미숫가루,empty,콩밥,유부장국,해물부추전,사과샐러드(발사믹드레싱),비트초절이,S연근강정,S두유(100ml),밤콩밥,만두국,가자미무조림,취나물들깨무침,열무물김치
426,찹쌀밥(추가),팥죽,돼지고기연근채소전,무채무침,동치미,S치즈,empty,쌀밥,만두국,갈치감자조림,애호박콩가루볶음,배추김치,empty,S수제바나나우유,새우크림스파게티,empty,닭살스테이크볶음,고구마샐러드(마요네즈),오이피클
427,찹쌀밥(추가),맑은순두부국,볼어묵조림,애호박볶음,나박김치,S사과(50g),empty,소고기굴소스볶음밥,감자양파국,모듬버섯전,empty,깍두기,S바나나사과키위샐러드,S오렌지주스,수수밥,곰취된장국,대구구이,맛살채소볶음,오이소박이김치
428,밤콩밥(30),온청포묵국,팽이버섯달걀전,고구마순된장무침,배추김치,S딸기(100g),empty,백김치볶음밥,두부미역장국,만두탕수,empty,깍두기,S찐감자,S우유(100ml),찹쌀밥,소고기배추국,달걀새송이장조림,애호박나물,배추김치
429,옥수수밥(40),떡만두국(가공만두),소고기달걀장조림,달래김무침,깍두기,empty,S수제블루베리우유,오징어채소덮밥,유부실파국,옥수수채소튀김,바나나사과키위샐러드,비트초절이,S치즈,S오렌지주스(무가당),찹쌀밥,조갯살부추맑은국,돼지사태찜,브로콜리애느타리무침,깍두기
430,흑미밥(40),두부감자국,메추리알곤약조림,얼갈이배추겉절이,배추김치,S머핀,S오렌지주스(무가당),소고기김주먹밥,미소장국,새우튀김,empty,깍두기,S사과(50g),S우유(150ml),찹쌀팥밥,낙지연포탕,돼지고기케첩조림,양배추나물,깍두기
431,수수밥,조랭이떡미역국,카레닭가슴살볶음,김무침,배추김치,S참외(100g),empty,소고기가지덮밥,실파달걀국,단호박튀김,토마토카프레제,배추김치,S방울토마토(35g),S수제블루베리우유,밤콩밥,우거지맑은국,돼지고기김치불고기,콩나물쫄면,깍두기
432,고구마밥,소고기국,두부케첩조림,양배추샐러드(레몬드레싱),깍두기,S우유(100ml),empty,현미밥,어묵탕,단호박해물찜,애호박양파볶음,배추김치,S바나나사과키위샐러드,S떠먹는요구르트(100ml),찹쌀팥밥,수제비아욱국,돼지고기찹쌀구이(간장),들깨오이무침,백김치
433,찹쌀밥(추가),달래된장국,미트볼피망조림,팽이버섯나물,총각김치,S사과(50g),empty,일본식소고기덮밥(규동),애호박젓국찌개,아욱건새우전,empty,비트초절이,S군만두,S오렌지주스,찹쌀밥,닭살숙주국,두부찜+김치볶음,호박나물,열무물김치
434,옥수수밥(30),애호박젓국찌개,어묵피망조림,고구마순된장무침,배추김치,S바나나(50g),S떠먹는요구르트(100ml),오므라이스,느타리버섯국,새우튀김,empty,배추김치,S밤설기,S우유(100ml),찹쌀밥,두부전골,파래전,맛살무침,배추김치
435,현미밥,감자호박국,게맛살파프리카볶음,연근흑임자샐러드,비트초절이,empty,S우유미숫가루,찹쌀팥밥,두부맑은국,떡갈비구이,당근숙주나물,배추김치,S사과(50g),S바나나쉐이크,율무밥,만두닭개장,오징어무조림,양상추유자청무침,깍두기
436,쌀밥(30),팥죽,애호박새우젓볶음,검정콩조림,배추김치,S수제블루베리우유,empty,파프리카유부초밥,미니우동,순살닭강정,empty,깍두기,S꿀떡,S우유(100ml),수수밥,감자탕,궁중떡볶이,돌나물유자청무침,깍두기
437,팥밥,아욱맑은국,닭살양배추볶음,아욱나물무침,깍두기,S키위(50g),S우유(200ml),가지채소볶음밥,감자국,메추리알고구마조림,고구마순된장무침,배추김치,S수제블루베리우유,S우유미숫가루,밤찹쌀팥밥,감자탕,주꾸미채소볶음,열무볶음,동치미
438,수수밥(30),모시조개국,어묵채소볶음,얼갈이나물,배추김치,empty,S수제바나나우유,하이라이스,단호박된장국,비빔만두,empty,깍두기,S바나나사과키위샐러드,S망고주스,찹쌀밥,김치맑은국,삼치살데리야끼조림,연근감자전,깍두기
439,달걀버섯볶음밥,실파맑은국,감자버터구이,코울슬로,배추김치,empty,empty,수수밥,애호박국,순살간장닭갈비,아욱나물무침,배추김치,S노란시루떡,S보리차,찹쌀밥,감자탕,장산적조림,봄동해물전,깻잎김치
440,쌀밥(30),두부맑은국,북어찜,고구마순된장무침,단배추물김치,S참깨우유스프,S떠먹는요구르트(100ml),찹쌀밥,느타리버섯국,떡볶이,empty,깍두기,S삶은고구마,S우유(100ml),찹쌀밥,옥수수스프,새우까스,양배추샐러드,깍두기
441,흑미밥,맑은꽃게탕,돼지고기곤약조림,가지양념무침,배추김치,S거봉(100g),empty,소고기파인애플볶음밥,유부실파국,피망참치전,연근흑임자샐러드,동치미,S머핀,S우유(100ml),수수밥,두부전골,닭가슴살구이+소스,애호박건새우볶음,배추김치
442,불고기주먹밥,부추새우맑은국,empty,감자건포도샐러드,배추김치,empty,empty,오므라이스,모듬버섯찌개,뼈없는닭갈비,토마토두부샐러드,깍두기,empty,S우유미숫가루,쌀밥,닭살시금치국,콩나물냉채,오징어초무침,동치미
443,옥수수밥(30),콩나물무국,삼치구이,호박나물,배추김치,S참외(100g),S단호박식혜,일본식소고기덮밥(규동),미니유부우동,감자버터구이,코울슬로,배추김치,S달걀토스트,S우유(100ml),닭살카레감자밥+양념장,애호박젓국찌개,안매운오삼불고기,고구마순된장무침,열무물김치
444,찹쌀밥,순두부국,치즈스크램블에그,고구마순나물,깍두기,S우유(100ml),empty,새우카레볶음밥,맑은바지락탕,햄알감자버터구이,오이샐러드,깍두기,S우유미숫가루,S단호박식혜,수수밥,모듬버섯찌개,너비아니채소볶음,콩나물무침,배추김치
445,밤콩밥,김치맑은국,소고기잡채,콩나물무침,깍두기,empty,S우유(100ml),연두부된장덮밥,느타리버섯국,만두탕수,양배추샐러드(레몬드레싱),깍두기,empty,S오렌지주스(무가당),율무밥,안매운닭개장,삼겹단호박찜,참나물간장무침,나박김치
446,수수밥(30),느타리버섯국,브로콜리조갯살전,청포묵김무침,열무물김치,S사과(50g),empty,소고기김주먹밥,꼬치어묵국,새우살케첩볶음,empty,비트초절이,S건포도감자볼,S수제바나나우유,찹쌀밥,모듬버섯찌개,애호박생선살찜,파래무채무침,오이소박이김치
447,찹쌀밥(추가),팥죽,멸치파프리카볶음,우엉채곤약조림,동치미,S단감(50g),S우유(100ml),수수밥,소고기봄동국,오리훈제채소구이,팽이버섯부추나물,총각김치,empty,S토마토주스,새우크림스파게티,empty,치킨너겟+토마토케첩,양상추샐러드(키위드레싱),백김치
448,잡곡밥,두부전골,삼치레몬구이,양념가지찜,나박김치,S식혜,S오렌지주스,율무밥,달걀파국,삼치간장조림,파프리카유자청무침,열무물김치,S치즈,S오렌지주스,찹쌀밥,새알미역국,채소크로켓,배무생채,단배추물김치
449,옥수수밥,김치콩나물국,우엉채곤약조림,애호박볶음,총각김치,S건포도감자볼,S우유(150ml),일본식소고기덮밥(규동),느타리버섯국,콩자반,콩나물무침,총각김치,S알리오올리오스파게티,S오렌지주스,율무밥,만두순두부찌개,돼지사태찜,배무생채,동치미
450,팥밥(30),느타리버섯국,미트볼피망조림,콩나물무침,열무물김치,S치즈,S오렌지주스,소고기김주먹밥,미니칼국수,해물부추전,콜라비사과무침,백김치,S건포도감자볼,S우유미숫가루,밤콩밥,바지락된장국,주꾸미채소간장볶음,팽이버섯나물,백김치
451,수수밥(30),맑은오징어무국,감자어묵볶음,고구마순된장무침,석박지,S우유(100ml),empty,소고기가지덮밥,유부김치국,채소크로켓,팽이버섯나물,동치미,S애플파이,S수제블루베리우유,찹쌀팥밥,황태미역국,오리훈제구이(머스타드소스),연근흑임자샐러드,백김치
452,옥수수밥(30),애호박새우젓국찌개,북어채소찜,무나물,나박김치,S딸기(100g),empty,백김치볶음밥,만두국,참치옥수수전,empty,총각김치,S연두부샐러드(오리엔탈드레싱),S수제바나나우유,찹쌀밥,닭곰탕,볼어묵조림,매콤콩나물무침,열무김치
453,옥수수밥(30),김치두부국,달걀새송이장조림,동초무침,나박김치,S우유미숫가루,empty,찹쌀밥,만두닭개장,치즈등심돈까스,마카로니채소샐러드(마요네즈),깍두기,S무지개떡,S보리차,쌀밥(추가),버섯개장,흰살생선전,비름나물,배추김치
454,콩밥,감자국,달걀간장조림,해물부추전,배추김치,empty,S우유(150ml),매생이수제비,empty,가래떡김치전,호두견과조림,깍두기,S토마토(200g),S포도주스,완두콩밥,떡만두국,오리훈제구이(머스타드소스),숙주초무침,배추김치
455,쌀밥,호박양파국,비엔나채소볶음,김무침,깍두기,S바나나사과키위샐러드,empty,해물버섯덮밥,유부쑥갓맑은국,튀김만두+초간장,파프리카콘샐러드,나박김치,S과일샐러드(요거트드레싱),S수제바나나우유,수수밥,양송이스프,두부함박스테이크,크림떡볶이,비트초절이
456,쌀밥,실파콩나물국,달걀채소볶음,도토리묵김무침,열무물김치,empty,S우유미숫가루,새우편마늘볶음밥,맑은가쓰오부시장국,떡범벅,게살마요무침,깍두기,S건포도감자볼,S포도주스,찹쌀팥밥,아욱맑은국,돼지고기짜장볶음,참나물겉절이,석박지
457,고구마밥(30),만두국,버섯애호박조림,시금치나물,배추김치,S사과(50g),empty,채소비빔밥,무들깨국,닭살찹스테이크,empty,배추김치,S도너츠,S우유(100ml),찹쌀밥(추가),동태살쑥갓국,두부강정,팽이버섯나물,배추김치
458,팥밥(30),애호박맑은국,깻잎달걀말이,애호박건새우볶음,배추김치,empty,empty,파프리카유부초밥,맑은양배추국,채소맛살전,empty,깍두기,S토마토두부샐러드,S수제블루베리우유,찹쌀밥,팽이버섯맑은국,갈치구이,단배추나물,동치미
459,옥수수밥(30),우렁이된장국,닭살브로콜리볶음,가지양념찜,깍두기,S수제바나나우유,empty,소고기채소볶음밥,채소스프,사과샐러드(마요네즈),empty,나박김치,S군고구마,S오미자아이스크림,찹쌀밥,두부찌개,주꾸미채소간장볶음,애호박볶음,비트초절이
460,밤콩밥,대구살맑은국,닭가슴살칠리떡볶음,사과연근샐러드,배추김치,S우유(100ml),empty,찹쌀밥,두부전골,오징어간장조림,배무생채,배추김치,S방울토마토(35g),S단호박식혜,취나물표고영양밥,아욱우렁된장국,소고기육전,오이나물,나박김치
461,찹쌀밥,홍합미역국,애호박생선살찜,도라지나물,배추김치,empty,S우유(100ml),유부불고기덮밥,감자된장국,게맛살튀김,양상추샐러드(사우전아일랜드드레싱),깍두기,empty,S우유미숫가루,수수밥,콩가루배추국,돼지고기떡갈비구이,우엉채곤약조림,깍두기
462,차조밥,연두부탕,달걀말이,브로콜리숙회(흑임자소스),배추김치,empty,S우유미숫가루,보리밥,"물만두국(달걀제외,가공만두)",주꾸미채소간장볶음,아욱나물무침,나박김치,S우유미숫가루,S우유미숫가루,찹쌀팥밥,김치맑은국,돼지고기떡갈비,양상추샐러드(키위드레싱),깍두기
463,쌀밥,김치맑은국,삼색달걀찜,부추전,깍두기,S바나나쉐이크,empty,청포묵비빔밥,버섯맑은국,오징어숙회+유자소스,단호박구이,나박김치,S송편,S수제딸기우유,찹쌀밥,닭살숙주국,돼지고기데리야끼조림,상추사과초무침,열무김치
464,옥수수밥(30),모듬어묵장국,무조림,아욱나물무침,열무김치,S키위(50g),S떠먹는요구르트(100ml),소고기굴소스볶음밥,모듬어묵장국,부추전,양상추샐러드(키위드레싱),깍두기,S꿀떡,S수제블루베리우유,율무밥,만두국,오징어볶음,콩나물무침,단배추물김치
465,완두콩밥,배추들깨국,팽이버섯달걀전,브로콜리된장무침,깍두기,S우유미숫가루,empty,돼지고기카레라이스,실파맑은국,마카로니채소샐러드(마요네즈),empty,깍두기,S송편,S오렌지주스,밤콩밥,온청포묵국,새우살케첩볶음,양배추오이무침,깍두기
466,찹쌀밥(추가),맑은순두부국,분홍소시지전,고구마순된장무침,나박김치,S수제딸기우유,empty,소고기가지덮밥,만두국,검은깨고구마맛탕,empty,깍두기,S채소전,S쌀음료,브로콜리채소볶음밥,모듬버섯된장국,간장찜닭,파프리카사과초무침,오이소박이김치
467,쌀밥(30),팥죽,돼지고기장조림(안심),콩나물무침,배추김치,empty,empty,찹쌀밥,감자수제비국,훈제오리단호박찜,양상추샐러드(레몬드레싱),나박김치,S수제블루베리우유,S우유(150ml),쌀밥,표고버섯탕,주꾸미볶음,취나물무침,백김치
468,수수밥,버섯찌개,닭살양배추볶음,브로콜리깨소스무침,단배추물김치,S사과(50g),empty,소고기가지덮밥,유부맑은국,고구마튀김,토마토어린잎샐러드,깍두기,S사과(50g),S우유(150ml),밤콩밥,조랭이떡미역국,훈제오리구이+무쌈,콩나물무침,깍두기
469,찹쌀밥,건새우맑은국,카레두부버섯전,참나물유자청무침,나박김치,S바나나사과키위샐러드,empty,깐풍돼지고기덮밥,실파김국,콘달걀찜,양상추샐러드(사우전아일랜드드레싱),깍두기,S우유(100ml),empty,옥수수밥,소고기당면국,주꾸미채소간장볶음,애호박나물,배추김치
470,찹쌀밥(30),닭살미역국,삼색감자채볶음,느타리버섯나물,나박김치,S건포도감자볼,empty,일본식소고기덮밥(규동),모듬어묵국,연근흑임자샐러드,empty,비트초절이,S채소전,S오렌지주스(무가당),두부카레라이스,꽃게탕,달걀새송이장조림,도토리묵김무침,총각김치
471,찹쌀밥,맑은순두부국,햄달걀말이,오이무침,배추김치,S블루베리(50g),S떠먹는요구르트(100ml),찹쌀팥밥,단호박새우젓국,삼치간장조림,버섯채소볶음,배추김치,S참깨우유스프,S식혜,수수밥,당근스프,오징어무침,파래자반,배추김치
472,수수밥,소고기깻잎국,새우살볶음,팽이버섯부추나물,깍두기,S오이스틱,S포도주스,미트볼스파게티,미니유부우동,채소크로켓,단호박고구마샐러드,오이피클,S키위(50g),S오렌지주스,흑미밥,두부전골,파래전,배추나물,깍두기
473,옥수수밥(30),새송이버섯국,단배추멸치조림,애호박건새우볶음,나박김치,S건포도감자볼,empty,돼지고기양배추덮밥,느타리버섯국,채소크로켓,애호박나물,깍두기,S사과(50g),S우유(100ml),찹쌀밥,달걀국,비엔나브로콜리꼬지,당근숙주나물,깍두기
474,기장밥(40),실파콩나물국,임연수엿장조림,취나물무침,백김치,S오렌지(50g),empty,가지채소볶음밥,맑은가쓰오부시장국,주꾸미채소볶음,empty,열무물김치,S삶은달걀(50g),S우유미숫가루,밤찹쌀팥밥,얼갈이맑은국,돼지고기짜장볶음,브로콜리맛살볶음,나박김치
475,찹쌀밥,만두국,달걀간장조림,진미채무말랭이무침,깍두기,S딸기(100g),S호두우유,마파두부덮밥,미소장국,단호박튀김,마카로니채소샐러드(마요네즈),열무물김치,S키위(50g),S우유(100ml),밤밥,만두국,뼈없는닭갈비,참나물무침,오이소박이김치
476,찹쌀밥(30),느타리버섯국,시금치두부전,오색묵무침,총각김치,S사과(50g),empty,소고기가지덮밥,호박국,만두탕수,애호박나물,열무물김치,S치즈스틱,S단호박식혜,밤콩밥,조갯살미역국,짜장닭볶음,팽이버섯볶음,나박김치
477,쌀밥(30),팥죽,새우볼조림,부추양파생채,배추김치,empty,S바나나쉐이크,방울토마토새우볶음밥,실파장국,치킨너겟+소스,양상추샐러드(키위드레싱),깍두기,S오렌지(50g),S오렌지주스(무가당),옥수수밥,만두국,낙지채소볶음,얼갈이나물,깍두기
478,수수밥,갈비탕+당면,달걀치즈말이,파프리카유자청무침,깍두기,S모닝빵,S우유(100ml),오징어버섯덮밥,유부대파국,가지구이,토마토샐러드,비트초절이,empty,S수제바나나우유,찹쌀밥,새우젓국찌개,오리훈제채소구이,우엉채곤약조림,총각김치
479,고구마밥(40),새우살시금치국,소고기우엉조림,애호박양파볶음,단배추물김치,S사과(50g),empty,소고기카레라이스,미역냉국,만두탕수,양배추샐러드(레몬드레싱),단무지,S애플파이,S우유(150ml),옥수수밥,소갈비탕,두부케첩조림,표고버섯무나물,깍두기
480,보리밥(30),맑은미역국,크래미채소볶음,삼색나물(고사리),나박김치,S딸기(100g),empty,옥수수밥,모듬버섯찌개,생선까스+타르타르소스,마카로니채소샐러드,깍두기,S롤빵,S우유(100ml),일본식소고기덮밥(규동),만두순두부찌개,유산슬,김자반,깍두기
481,쌀밥(30),냉이된장국,주꾸미채소간장볶음,감자채볶음,백김치,empty,empty,소고기카레라이스,애호박새우젓국찌개,(저염·저당)돼지갈비찜,참나물겉절이,나박김치,S크랜베리찹쌀케이크,S우유(100ml),감자밥,순두부찌개,훈제오리단호박볶음,김무침,열무물김치
482,옥수수밥,두부맑은국,닭가슴살간장조림,곤드레나물볶음,배추김치,empty,S수제블루베리우유,일본식소고기덮밥(규동),느타리버섯맑은국,견과류고구마범벅,브로콜리초무침,깍두기,S오렌지(50g),S수제블루베리우유,찹쌀밥,북어국,돼지사태찜,아욱나물무침,배추김치
483,팥밥(30),떡만두국,애호박건새우볶음,시금치나물,배추김치,S떠먹는요구르트(100ml),S떠먹는요구르트(100ml),소고기굴소스볶음밥,들깨순두부백탕,튀김만두+초간장,empty,깍두기,S바나나(50g),S오렌지주스,찹쌀밥,바지락된장국,간장코다리강정,팽이버섯부추나물,나박김치
484,콩밥,떡국떡미역국,두부양념조림,베이컨감자볶음,깍두기,S삶은달걀(50g),S우유(100ml),두부카레라이스,미소된장국,시금치프리타타,파프리카콘샐러드,비트초절이,S채소전,S망고주스,율무밥,애호박두부된장국,연어구이+타르타르소스,감자그라탕,나박김치
485,찹쌀밥(추가),팥죽,새우볼조림,톳나물무침,동치미,S단감(50g),S토마토주스,소고기가지덮밥,애호박맑은국,채소크로켓,건새우애호박볶음,동치미,S미니핫도그,S우유(100ml),찹쌀밥,모듬버섯찌개,두부잡채,오이무침,깍두기
486,찹쌀현미밥,김치두부국,돼지고기짜장볶음,냉이무침,배추김치,S바나나(50g),empty,소고기가지덮밥,두부맑은국,치킨너겟+머스타드소스,오이샐러드,배추김치,empty,S수제바나나우유,수수밥,만두국,아욱건새우전,감자어묵볶음,배추김치
487,쌀밥(30),팥죽,아몬드잔멸치조림,시래기볶음나물,나박김치,S사과(50g),empty,찹쌀닭백숙,empty,새우살연근조림,돌나물흑임자샐러드,깍두기,S바나나핫케이크,S우유(100ml),찹쌀밥,목살김치국,오징어숙회,가지양념찜,깍두기
488,팥밥(30),애호박맑은국,볼어묵조림,견과류고구마범벅,나박김치,S수제딸기우유,empty,율무밥,홍합살미역국,소고기버섯불고기,청경채무침,백김치,S건포도감자볼,S오렌지주스,밤콩밥,모듬버섯된장국,조기구이,냉이나물,깍두기
489,율무밥,순두부백탕,팽이버섯달걀전,도토리묵상추무침,깍두기,S과일샐러드(요거트드레싱),empty,밤찹쌀팥밥,어묵국수,웨지감자,사과샐러드(발사믹드레싱),열무물김치,S복숭아(80g),S요구르트,찹쌀팥밥,낙지연포탕,주꾸미떡볶음,감자햄볶음,깻잎김치
490,옥수수밥(30),감자부추국,땅콩두부조림,김구이,열무김치,S수제바나나우유,empty,찹쌀밥,만두닭개장,오징어채소완자전,콩나물무침,총각김치,S약과,S쌀음료,찹쌀팥밥,북어채무국,찹스테이크,우엉채곤약조림,깍두기
491,찹쌀밥(추가),두부감자국,새송이버섯새우살볶음,양배추샐러드(참깨드레싱),배추김치,S우유(100ml),empty,고구마밥(30),만두국,청경채불고기,모듬채소겉절이,깍두기,S약과,S우유미숫가루,현미찹쌀밥,감자탕,애호박전,멸치조림,배추김치
492,수수밥(30),들깨탕,소고기파프리카볶음,봄동나물,나박김치,S수제블루베리우유,empty,안매운마파두부덮밥,감자국,검은깨고구마맛탕,empty,깍두기,S고구마경단,S망고주스,옥수수밥,순두부찌개,차돌숙주볶음,도토리묵무침,배추김치
493,찹쌀밥,만두국,브로콜리새우볶음,참외노각무침,깍두기,empty,S우유(150ml),소고기가지덮밥,숙주맑은국,으깬두부채소전,요거트과일샐러드,깍두기,empty,S우유(150ml),옥수수밥,순두부백탕,갈치구이,도라지무침,배추김치
494,수수밥,두부맑은국,삼치데리야끼구이,시금치나물,총각김치,S키위(50g),empty,소고기가지덮밥,우동국물,새우춘권튀김,고구마샐러드,배추김치,empty,S수제블루베리우유,율무밥,차돌박이된장국,단호박찜닭,콩자반,오이피클
495,찹쌀현미밥,조갯살미역국,콘달걀찜,오징어브로콜리숙회,배추김치,S귤(80g),S쌀음료,소고기오므라이스,크림스프,비엔나케첩조림,감자건포도샐러드,배추김치,empty,S우유(150ml),찹쌀팥밥,조갯살된장국,삼치살무조림,버섯들깨나물,나박김치
496,찹쌀밥(30),배추들깨국,코다리무조림,애호박나물,나박김치,S달걀부추빵,S우유(100ml),새우살볶음밥,버섯달걀탕,파인애플탕수육+소스,empty,비트초절이,S옥수수버터구이,S식혜,밤콩밥,순두부찌개,매콤주꾸미볶음,팽이버섯달걀전,깍두기
497,수수밥(30),모듬버섯찌개,아욱건새우전,무몰무침,나박김치,S우유(100ml),empty,소고기가지덮밥,미니유부우동,연근흑임자샐러드,empty,총각김치,S팥죽,S요구르트,옥수수밥,낙지연포탕,두부볼케첩조림,팽이버섯부추나물,열무물김치
498,달걀버섯볶음밥,유부실파국,소고기장조림,열무볶음,단배추물김치,S우유미숫가루,S우유미숫가루,밤콩밥,달래된장국,두부잡채,미니새송이볶음,백김치,S건포도감자볼,S수제딸기우유,밤찹쌀팥밥,온청포묵국,닭고기냉채,양상추유자청샐러드,오이소박이김치
499,팥밥(30),굴미역국,훈제오리구이,참나물볶음,석박지,S당근두부스넥,S우유(100ml),닭살카레감자밥+양념장,배추당면국,고로케,과일샐러드,깍두기,S우유미숫가루,S포도주스,밤콩밥,다슬기된장국,북어채소찜,도토리묵상추무침,오이소박이김치
